name,panelName,geneDescription_graph_id,oncogenicCategory_graph_id,synonymsString_graph_id,MyGeneInfoGene_graph_id,JaxGene_graph_id,UniprotEntry_graph_Id,graph_id
EPHA7,EPHA7,es_20200518164451200000,es_20200422172946986931,es_20200422172946986947,geneInfo_gene_2045,jax_gene_2045,uniprot_Q15375,omnigene_2045
DNMT3B,DNMT3B,es_20200518100904455000,es_20200422172857988068,es_20200422172857988085,geneInfo_gene_1789,jax_gene_1789,uniprot_Q9UBC3,omnigene_1789
DOT1L,DOT1L,es_20200518101353404000,es_20200422172900509580,es_20200422172900509598,geneInfo_gene_84444,jax_gene_84444,uniprot_Q8TEK3,omnigene_84444
EIF4A2,EIF4A2,es_20200518111154195000,es_20200422172920136898,es_20200422172920136914,geneInfo_gene_1974,jax_gene_1974,uniprot_Q14240,omnigene_1974
EED,EED,es_20200518104329424000,es_20200422172903946552,es_20200422172903946568,geneInfo_gene_8726,jax_gene_8726,uniprot_O75530,omnigene_8726
EIF1AX,EIF1AX,es_20200518105800453000,es_20200422172917499035,es_20200422172917499052,geneInfo_gene_1964,jax_gene_1964,uniprot_P47813,omnigene_1964
EGFR,EGFR,es_20200430151852729000,es_20200422172914591232,es_20200422172914591250,geneInfo_gene_1956,jax_gene_1956,uniprot_P00533,omnigene_1956
EPCAM,EPCAM,es_20200518155822748000,es_20200422172941188854,es_20200422172941188870,geneInfo_gene_4072,jax_gene_4072,uniprot_P16422,omnigene_4072
EML4,EML4,es_20200518113917859000,es_20200422172924625221,es_20200422172924625237,geneInfo_gene_27436,jax_gene_27436,uniprot_Q9HC35,omnigene_27436
EPHA5,EPHA5,es_20200518162536901000,es_20200422172944673328,es_20200422172944673344,geneInfo_gene_2044,jax_gene_2044,uniprot_P54756,omnigene_2044
EP300,EP300,es_20200518115731937000,es_20200422172937605662,es_20200422172937605680,geneInfo_gene_2033,jax_gene_2033,uniprot_Q09472,omnigene_2033
EPHA3,EPHA3,es_20200518161101262000,es_20200422172943136086,es_20200422172943136110,geneInfo_gene_2042,jax_gene_2042,uniprot_P29320,omnigene_2042
ERCC1,ERCC1,es_20200519102013963000,es_20200422173000706329,es_20200422173000706345,geneInfo_gene_2067,jax_gene_2067,uniprot_P07992,omnigene_2067
ESR1,ESR1,es_20200505140034828000,es_20200422173016760912,es_20200422173016760928,geneInfo_gene_2099,jax_gene_2099,uniprot_P03372,omnigene_2099
EPHB1,EPHB1,es_20200518164921158000,es_20200422172949118703,es_20200422172949118719,geneInfo_gene_2047,jax_gene_2047,uniprot_P54762,omnigene_2047
ERCC2,ERCC2,es_20200519103001962000,es_20200422173003373946,es_20200422173003373963,geneInfo_gene_2068,jax_gene_2068,uniprot_P18074,omnigene_2068
ERBB2,ERBB2,es_20200501145448900000,es_20200422172952131380,es_20200513152943349000,geneInfo_gene_2064,jax_gene_2064,uniprot_P04626,omnigene_2064
ERCC4,ERCC4,es_20200519105117301000,es_20200422173008122994,es_20200422173008123011,geneInfo_gene_2072,jax_gene_2072,uniprot_Q92889,omnigene_2072
ERBB3,ERBB3,es_20200507132556962000,es_20200422172955326032,es_20200422172955326050,geneInfo_gene_2065,jax_gene_2065,uniprot_P21860,omnigene_2065
ERRFI1,ERRFI1,es_20200519125618636000,es_20200422173013223350,es_20200519121103136000,geneInfo_gene_54206,jax_gene_54206,uniprot_Q9UJM3,omnigene_54206
ERBB4,ERBB4,es_20200505100107283000,es_20200422172958944542,es_20200422172958944558,geneInfo_gene_2066,jax_gene_2066,uniprot_Q15303,omnigene_2066
ERCC5,ERCC5,es_20200519115156461000,es_20200422173009912124,es_20200422173009912140,geneInfo_gene_2073,jax_gene_2073,uniprot_P28715,omnigene_2073
AMER1,FAM123B,es_20200424104141159000,es_20200422173035106499,es_20200422173035106516,geneInfo_gene_139285,jax_gene_139285,uniprot_Q5JTC6,omnigene_139285
ERCC3,ERCC3,es_20200519104815931000,es_20200422173005550218,es_20200422173005550236,geneInfo_gene_2071,jax_gene_2071,uniprot_P19447,omnigene_2071
ETV5,ETV5,es_20200511104530528000,es_20200422173024563274,es_20200422173024563290,geneInfo_gene_2119,jax_gene_2119,uniprot_P41161,omnigene_2119
ERG,ERG,es_20200506095539781000,es_20200422173011704325,es_20200422173011704341,geneInfo_gene_2078,jax_gene_2078,uniprot_P11308,omnigene_2078
ETV1,ETV1,es_2020051111103300000,es_20200422173021338927,es_20200422173021338977,geneInfo_gene_2115,jax_gene_2115,uniprot_P50549,omnigene_2115
ETV4,ETV4,es_20200519140037392000,es_20200422173022853504,es_20200422173022853521,geneInfo_gene_2118,jax_gene_2118,uniprot_P43268,omnigene_2118
EWSR1,EWSR1,es_20200519142706357000,es_20200422173028761196,es_20200422173028761212,geneInfo_gene_2130,jax_gene_2130,uniprot_Q01844,omnigene_2130
ETS1,ETS1,es_20200519130933905000,es_20200422173018916280,es_20200422173018916303,geneInfo_gene_2113,jax_gene_2113,uniprot_P14921,omnigene_2113
FGF3,FGF3,es_20200520105705685000,es_20200422173129608934,es_20200422173129608950,geneInfo_gene_2248,jax_gene_2248,uniprot_P11487,omnigene_2248
ETV6,ETV6,es_20200519141505311000,es_20200422173026386935,es_20200422173026386952,geneInfo_gene_2120,jax_gene_2120,uniprot_P41212,omnigene_2120
FANCA,FANCA,es_20200519143723230000,es_20200422173041722470,es_20200422173041722487,geneInfo_gene_2175,jax_gene_2175,uniprot_O15360,omnigene_2175
EZH2,EZH2,es_20200508155508831000,es_20200422173032567203,es_20200422173032567221,geneInfo_gene_2146,jax_gene_2146,uniprot_Q15910,omnigene_2146
FANCD2,FANCD2,es_20200519145317796000,es_20200422173045664711,es_20200422173045664734,geneInfo_gene_2177,jax_gene_2177,uniprot_Q9BXW9,omnigene_2177
FANCI,FANCI,es_20200519154032238000,es_20200422173052515635,es_20200422173052515658,geneInfo_gene_55215,jax_gene_55215,uniprot_Q9NVI1,omnigene_55215
ABRAXAS1,FAM175A,es_20200501094315771000,es_20200422173036728421,es_20200422173036728437,geneInfo_gene_84142,jax_gene_84142,uniprot_Q6UWZ7,omnigene_84142
FANCF,FANCF,es_20200519151910913000,es_20200422173048947307,es_20200422173048947323,geneInfo_gene_2188,jax_gene_2188,uniprot_Q9NPI8,omnigene_2188
TENT5C,FAM46C,es_20200424104248405000,es_20200422173039389430,es_20200422173039389446,geneInfo_gene_54855,jax_gene_54855,uniprot_Q5VWP2,omnigene_54855
FANCE,FANCE,es_2020051914585430000,es_20200422173047368648,es_20200422173047368672,geneInfo_gene_2178,jax_gene_2178,uniprot_Q9HB96,omnigene_2178
FANCC,FANCC,es_20200519144907636000,es_20200422173043172369,es_20200422173043172385,geneInfo_gene_2176,jax_gene_2176,uniprot_Q00597,omnigene_2176
FANCG,FANCG,es_20200519153713168000,es_20200422173050580804,es_20200422173050580821,geneInfo_gene_2189,jax_gene_2189,uniprot_O15287,omnigene_2189
FAT1,FAT1,es_20200519154910189000,es_20200422173101834208,es_20200422173101834224,geneInfo_gene_2195,jax_gene_2195,uniprot_Q14517,omnigene_2195
FGF10,FGF10,es_20200520094121438000,es_20200422173118317079,es_20200422173118317095,geneInfo_gene_2255,jax_gene_2255,uniprot_O15520,omnigene_2255
FANCL,FANCL,es_20200519154816913000,es_20200422173056614660,es_20200422173056614677,geneInfo_gene_55120,jax_gene_55120,uniprot_Q9NW38,omnigene_55120
FGF14,FGF14,es_20200520095845307000,es_20200422173120547168,es_20200422173120547184,geneInfo_gene_2259,jax_gene_2259,uniprot_Q92915,omnigene_2259
FAS,FAS,es_20200519155636543000,es_20200422173100143048,es_20200422173100143064,geneInfo_gene_355,jax_gene_355,uniprot_P25445,omnigene_355
FGF2,FGF2,es_20200520101549806000,es_20200422173125776011,es_20200422173125776029,geneInfo_gene_2247,jax_gene_2247,uniprot_P09038,omnigene_2247
FBXW7,FBXW7,es_20200430142946895000,es_20200422173110374080,es_20200422173110374098,geneInfo_gene_55294,jax_gene_55294,uniprot_Q969H0,omnigene_55294
FGF1,FGF1,es_20200520090336629000,es_20200422173115575866,es_20200422173115575884,geneInfo_gene_2246,jax_gene_2246,uniprot_P05230,omnigene_2246
FGF23,FGF23,es_20200520103154471000,es_20200422173127431389,es_20200422173127431413,geneInfo_gene_8074,jax_gene_8074,uniprot_Q9GZV9,omnigene_8074
H3-3B,H3F3B,es_20200424104627630000,es_20200422173347215337,es_20200422173347215353,geneInfo_gene_3021,jax_gene_3021,uniprot_P84243,omnigene_3021
FGF9,FGF9,es_20200520114733115000,es_20200422173140685212,es_20200422173140685229,geneInfo_gene_2254,jax_gene_2254,uniprot_P31371,omnigene_2254
FGF4,FGF4,es_20200520110029810000,es_20200422173131013169,es_20200422173131013185,geneInfo_gene_2249,jax_gene_2249,uniprot_P08620,omnigene_2249
FGF7,FGF7,es_20200520112409721000,es_20200422173135542115,es_20200422173135542131,geneInfo_gene_2252,jax_gene_2252,uniprot_P21781,omnigene_2252
FGF19,FGF19,es_2020052010060639000,es_20200422173121981495,es_20200422173121981511,geneInfo_gene_9965,jax_gene_9965,uniprot_O95750,omnigene_9965
FGF5,FGF5,es_20200520111032864000,es_20200422173132591693,es_20200422173132591709,geneInfo_gene_2250,jax_gene_2250,uniprot_P12034,omnigene_2250
FGF6,FGF6,es_20200520112000576000,es_20200422173134100629,es_20200422173134100645,geneInfo_gene_2251,jax_gene_2251,uniprot_P10767,omnigene_2251
FGFR4,FGFR4,es_20200520130649285000,es_20200422173149711171,es_20200422173149711188,geneInfo_gene_2264,jax_gene_2264,uniprot_P22455,omnigene_2264
FRS2,FRS2,es_2020052015320983000,es_20200422173228883980,es_20200422173228883996,geneInfo_gene_10818,jax_gene_10818,uniprot_Q8WU20,omnigene_10818
FGF8,FGF8,es_20200520112932280000,es_20200422173138153584,es_20200422173138153602,geneInfo_gene_2253,jax_gene_2253,uniprot_P55075,omnigene_2253
FGFR1,FGFR1,es_20200505093912748000,es_20200422173143175843,es_20200422173143175860,geneInfo_gene_2260,jax_gene_2260,uniprot_P11362,omnigene_2260
FLT4,FLT4,es_20200520140123879000,es_20200422173210515654,es_20200422173210515671,geneInfo_gene_2324,jax_gene_2324,uniprot_P35916,omnigene_2324
FGFR3,FGFR3,es_20200505130931758000,es_20200422173147895666,es_20200422173147895682,geneInfo_gene_2261,jax_gene_2261,uniprot_P22607,omnigene_2261
FH,FH,es_20200520131715593000,es_20200422173152233116,es_20200422173152233134,geneInfo_gene_2271,jax_gene_2271,uniprot_P07954,omnigene_2271
FLCN,FLCN,es_20200520132904206000,es_20200422173158880751,es_20200422173158880769,geneInfo_gene_201163,jax_gene_201163,uniprot_Q8NFG4,omnigene_201163
FLT3,FLT3,es_20200506113034119000,es_20200422173208665677,es_20200422173208665696,geneInfo_gene_2322,jax_gene_2322,uniprot_P36888,omnigene_2322
FOXL2,FOXL2,es_20200508134627110000,es_20200422173214443306,es_20200422173214443322,geneInfo_gene_668,jax_gene_668,uniprot_P58012,omnigene_668
FLI1,FLI1,es_20200520134204763000,es_20200422173203170551,es_20200422173203170569,geneInfo_gene_2313,jax_gene_2313,uniprot_Q01543,omnigene_2313
FOXA1,FOXA1,es_20200520141323914000,es_20200422173212773564,es_20200422173212773581,geneInfo_gene_3169,jax_gene_3169,uniprot_P55317,omnigene_3169
FLT1,FLT1,es_20200520135104794000,es_20200422173205871883,es_20200422173205871900,geneInfo_gene_2321,jax_gene_2321,uniprot_P17948,omnigene_2321
FOXO1,FOXO1,es_20200520142241252000,es_20200422173216938145,es_20200422173216938162,geneInfo_gene_2308,jax_gene_2308,uniprot_Q12778,omnigene_2308
FOXP1,FOXP1,es_20200520142656146000,es_20200422173221971844,es_20200422173221971862,geneInfo_gene_27086,jax_gene_27086,uniprot_Q9H334,omnigene_27086
GABRA6,GABRA6,es_20200520160410883000,es_20200422173234229034,es_20200422173234229051,geneInfo_gene_2559,jax_gene_2559,uniprot_Q16445,omnigene_2559
FOXP3,FOXP3,es_20200423071824428406,es_20200422173226537807,es_20200422173226537826,geneInfo_gene_50943,,uniprot_Q9BZS1,omnigene_50943
GATA2,GATA2,es_2020050813334274000,es_20200422173240764000,es_20200422173240764016,geneInfo_gene_2624,jax_gene_2624,uniprot_P23769,omnigene_2624
FUBP1,FUBP1,es_20200520154237407000,es_20200422173230310458,es_20200422173230310474,geneInfo_gene_8880,jax_gene_8880,uniprot_Q96AE4,omnigene_8880
FYN,FYN,es_20200520154611658000,es_20200422173232805334,es_20200422173232805350,geneInfo_gene_2534,jax_gene_2534,uniprot_P06241,omnigene_2534
GATA3,GATA3,es_20200423071825393326,es_20200422173242735723,es_20200422173242735740,geneInfo_gene_2625,jax_gene_2625,uniprot_P23771,omnigene_2625
GID4,GID4,es_20200521095324493000,es_20200422173302030308,es_20200422173302030326,geneInfo_gene_79018,jax_gene_79018,uniprot_Q8IVV7,omnigene_79018
GRM3,GRM3,es_20200521112933858000,es_20200422173333921183,es_20200422173333921200,geneInfo_gene_2913,jax_gene_2913,uniprot_Q14832,omnigene_2913
GAS6,GAS6,es_20200422173236665992,es_20200422173236666010,es_20200422173236666026,geneInfo_gene_2621,,uniprot_Q14393,omnigene_2621
GATA1,GATA1,es_20200520161341423000,es_20200422173238757556,es_20200422173238757575,geneInfo_gene_2623,jax_gene_2623,uniprot_P15976,omnigene_2623
GATA4,GATA4,es_20200520162139806000,es_20200422173246846676,es_20200422173246846694,geneInfo_gene_2626,jax_gene_2626,uniprot_P43694,omnigene_2626
GNA11,GNA11,es_20200508105420264000,es_20200422173309504852,es_20200422173309504869,geneInfo_gene_2767,jax_gene_2767,uniprot_P29992,omnigene_2767
GATA6,GATA6,es_20200520162304331000,es_20200422173253161274,es_20200422173253161293,geneInfo_gene_2627,jax_gene_2627,uniprot_Q92908,omnigene_2627
GEN1,GEN1,es_20200520162808467000,es_20200422173259024333,es_20200422173259024350,geneInfo_gene_348654,jax_gene_348654,uniprot_Q17RS7,omnigene_348654
GLI1,GLI1,es_20200521100314419000,es_20200422173307289247,es_20200422173307289264,geneInfo_gene_2735,jax_gene_2735,uniprot_P08151,omnigene_2735
GNAQ,GNAQ,es_20200424104425236000,es_20200422173315825485,es_20200422173315825502,geneInfo_gene_2776,jax_gene_2776,uniprot_P50148,omnigene_2776
GNA13,GNA13,es_20200521103550602000,es_20200422173313668606,es_20200422173313668624,geneInfo_gene_10672,jax_gene_10672,uniprot_Q14344,omnigene_10672
GNAS,GNAS,es_20200506131928368000,es_20200422173318541094,es_20200422173318541110,geneInfo_gene_2778,jax_gene_2778,uniprot_Q5JWF2,omnigene_2778
GREM1,GREM1,es_20200521105716443000,es_20200422173328416259,es_20200422173328416277,geneInfo_gene_26585,jax_gene_26585,uniprot_O60565,omnigene_26585
H3-5,H3F3C,es_20200424104659708000,es_20200422173348720552,es_20200422173348720569,geneInfo_gene_440093,jax_gene_440093,uniprot_Q6NXT2,omnigene_440093
ADGRA2,GPR124,es_2020042410444502000,es_20200422173321459945,es_20200422173321459963,geneInfo_gene_25960,jax_gene_25960,uniprot_Q96PE1,omnigene_25960
GZMB,GZMB,es_20200423071826358688,es_20200422173341121022,es_20200422173341121039,geneInfo_gene_3002,,uniprot_P10144,omnigene_3002
GPS2,GPS2,es_20200521104240118000,es_20200422173325456963,es_20200422173325456980,geneInfo_gene_2874,jax_gene_2874,uniprot_Q13227,omnigene_2874
GRIN2A,GRIN2A,es_20200521111450533000,es_20200422173332128066,es_20200422173332128084,geneInfo_gene_2903,jax_gene_2903,uniprot_Q12879,omnigene_2903
HGF,HGF,es_20200521113340289000,es_20200422173358090452,es_20200422173358090469,geneInfo_gene_3082,jax_gene_3082,uniprot_P14210,omnigene_3082
H3C2,HIST1H3B,es_20200521114114784000,es_20200422173406683474,es_20200422173406683491,geneInfo_gene_8358,jax_gene_8358,uniprot_P68431,omnigene_8358
H3C10,HIST1H3H,es_20200521135454376000,es_20200422173419376117,es_20200422173419376134,geneInfo_gene_8357,jax_gene_8357,uniprot_P68431,omnigene_8357
GSK3B,GSK3B,es_20200424104522427000,es_20200422173338678673,es_20200422173338678691,geneInfo_gene_2932,jax_gene_2932,uniprot_P49841,omnigene_2932
IDH1,IDH1,es_20200505102725124000,es_20200422173526227208,es_20200422173526227224,geneInfo_gene_3417,jax_gene_3417,uniprot_O75874,omnigene_3417
H1-2,HIST1H1C,es_20200427111551279000,es_20200422173359647016,es_20200422173359647033,geneInfo_gene_3006,jax_gene_3006,uniprot_P16403,omnigene_3006
H3C6,HIST1H3E,es_20200521135025869000,es_20200422173409632740,es_20200422173409632757,geneInfo_gene_8353,jax_gene_8353,uniprot_P68431,omnigene_8353
H3-3A,H3F3A,es_20200424104559603000,es_20200422173343782919,es_20200422173343782936,geneInfo_gene_3020,jax_gene_3020,uniprot_P84243,omnigene_3020
H3C11,HIST1H3I,es_20200521135604736000,es_20200422173422405349,es_20200422173422405366,geneInfo_gene_8354,jax_gene_8354,uniprot_P68431,omnigene_8354
HAVCR2,HAVCR2,es_20200423071826874947,es_20200422173354524555,es_20200422173354524573,geneInfo_gene_84868,,uniprot_Q8TDQ0,omnigene_84868
H2BC5,HIST1H2BD,es_20200427111616584000,es_20200422173401499403,es_20200422173401499419,geneInfo_gene_3017,jax_gene_3017,uniprot_P58876,omnigene_3017
H3C14,HIST2H3C,es_20200521162659985000,es_20200422173430506850,es_20200422173430506866,geneInfo_gene_126961,jax_gene_126961,uniprot_Q71DI3,omnigene_126961
H3C1,HIST1H3A,es_20200521113904395000,es_20200422173404122361,es_20200422173404122377,geneInfo_gene_8350,jax_gene_8350,uniprot_P68431,omnigene_8350
H3C12,HIST1H3J,es_20200521135725506000,es_20200422173425386471,es_20200422173425386487,geneInfo_gene_8356,jax_gene_8356,uniprot_P68431,omnigene_8356
H3C8,HIST1H3G,es_20200521135305182000,es_20200422173416147782,es_20200422173416147798,geneInfo_gene_8355,jax_gene_8355,uniprot_P68431,omnigene_8355
H3C13,HIST2H3D,es_2020052116273328000,es_20200422173433381307,es_20200422173433381323,geneInfo_gene_653604,jax_gene_653604,uniprot_Q71DI3,omnigene_653604
H3C7,HIST1H3F,es_20200521135144118000,es_20200422173413104969,es_20200422173413104985,geneInfo_gene_8968,jax_gene_8968,uniprot_P68431,omnigene_8968
H3C15,HIST2H3A,es_20200521162613779000,es_20200422173427833802,es_20200422173427833818,geneInfo_gene_333932,jax_gene_333932,uniprot_Q71DI3,omnigene_333932
H3-4,HIST3H3,es_20200521162945514000,es_20200422173435561132,es_20200422173435561148,geneInfo_gene_8290,jax_gene_8290,uniprot_Q16695,omnigene_8290
HLA-A,HLA-A,es_20200522064658947000,es_20200422173453250499,es_20200422173453250517,geneInfo_gene_3105,jax_gene_3105,uniprot_P04439,omnigene_3105
HNF1A,HNF1A,es_20200507154915305000,es_20200422173458239850,es_20200422173458239868,geneInfo_gene_6927,jax_gene_6927,uniprot_P20823,omnigene_6927
ICOSLG,ICOSLG,es_20200423071827962816,es_20200422173521516511,es_20200422173521516527,geneInfo_gene_23308,jax_gene_23308,uniprot_O75144,omnigene_23308
HNRNPK,HNRNPK,es_20200522065056755000,es_20200422173501056960,es_20200422173501056976,geneInfo_gene_3190,jax_gene_3190,uniprot_P61978,omnigene_3190
HSD3B1,HSD3B1,es_20200522070436205000,es_20200422173510271888,es_20200422173510271904,geneInfo_gene_3283,jax_gene_3283,uniprot_P14060,omnigene_3283
HOXB13,HOXB13,es_20200522065525782000,es_20200422173503561102,es_20200422173503561120,geneInfo_gene_10481,jax_gene_10481,uniprot_Q92826,omnigene_10481
ICOS,ICOS,es_20200423071827852601,es_20200422173519292158,es_20200422173519292174,geneInfo_gene_29851,,uniprot_Q9Y6W8,omnigene_29851
HRAS,HRAS,es_20200506143001122000,es_20200422173507972070,es_20200422173507972088,geneInfo_gene_3265,jax_gene_3265,uniprot_P01112,omnigene_3265
ID3,ID3,es_2020052207274273000,es_20200422173523087141,es_20200422173523087157,geneInfo_gene_3399,jax_gene_3399,uniprot_Q02535,omnigene_3399
HSP90AA1,HSP90AA1,es_20200522071629466000,es_20200422173516957137,es_20200422173516957155,geneInfo_gene_3320,jax_gene_3320,uniprot_P07900,omnigene_3320
IFNG,IFNG,es_20200423071831143175,es_20200422173539129677,es_20200422173539129693,geneInfo_gene_3458,,uniprot_P01579,omnigene_3458
IGF1R,IGF1R,es_20200508115244277000,es_20200422173550464759,es_20200422173550464775,geneInfo_gene_3480,jax_gene_3480,uniprot_P08069,omnigene_3480
IDH2,IDH2,es_20200508103205467000,es_20200422173528854913,es_20200422173528854930,geneInfo_gene_3418,jax_gene_3418,uniprot_P48735,omnigene_3418
IFITM1,IFITM1,es_20200422173534796036,es_20200422173534796054,es_20200422173534796070,geneInfo_gene_8519,,uniprot_P13164,omnigene_8519
IDO1,IDO1,es_20200423071829387375,es_20200422173532744768,es_20200422173532744786,geneInfo_gene_3620,jax_gene_3620,uniprot_P14902,omnigene_3620
IFITM3,IFITM3,es_20200422173536865049,es_20200422173536865067,es_20200422173536865083,geneInfo_gene_10410,,uniprot_Q01628,omnigene_10410
IL7R,IL7R,es_20200522084056934000,es_20200422173611075220,es_20200422173611075236,geneInfo_gene_3575,jax_gene_3575,uniprot_P16871,omnigene_3575
IFNGR1,IFNGR1,es_20200522075154734000,es_20200422173542048749,es_20200422173542048767,geneInfo_gene_3459,jax_gene_3459,uniprot_P15260,omnigene_3459
IL1B,IL1B,es_20200423071833323717,es_20200422173605639597,es_20200422173605639615,geneInfo_gene_3553,,uniprot_P01584,omnigene_3553
IGF1,IGF1,es_2020052207550989000,es_20200422173546657029,es_20200422173546657046,geneInfo_gene_3479,jax_gene_3479,uniprot_P05019,omnigene_3479
IKBKE,IKBKE,es_20200522081526134000,es_20200422173555789646,es_20200422173555789663,geneInfo_gene_9641,jax_gene_9641,uniprot_Q14164,omnigene_9641
IGF2,IGF2,es_20200522080638230000,es_20200422173553592149,es_20200422173553592167,geneInfo_gene_3481,jax_gene_3481,uniprot_P01344,omnigene_3481
IL6,IL6,es_20200422173608404145,es_20200422173608404163,es_20200422173608404179,geneInfo_gene_3569,jax_gene_3569,uniprot_P05231,omnigene_3569
IKZF1,IKZF1,es_20200522082917809000,es_20200422173558707152,es_20200422173558707171,geneInfo_gene_10320,jax_gene_10320,uniprot_Q13422,omnigene_10320
INHA,INHA,es_20200522095650774000,es_20200422173612536262,es_20200422173612536279,geneInfo_gene_3623,jax_gene_3623,uniprot_P05111,omnigene_3623
IL10,IL10,es_20200423071832407139,es_20200422173602225096,es_20200422173602225114,geneInfo_gene_3586,jax_gene_3586,uniprot_P22301,omnigene_3586
IRF4,IRF4,es_20200522110253530000,es_20200422173630684843,es_20200422173630684859,geneInfo_gene_3662,jax_gene_3662,uniprot_Q15306,omnigene_3662
KLHL6,KLHL6,es_20200522144423624000,es_20200422173724816499,es_20200422173724816515,geneInfo_gene_89857,jax_gene_89857,uniprot_Q8WZ60,omnigene_89857
INHBA,INHBA,es_20200522100418323000,es_20200422173614459218,es_20200422173614459234,geneInfo_gene_3624,jax_gene_3624,uniprot_P08476,omnigene_3624
IRF2,IRF2,es_2020052210564569000,es_20200422173627918153,es_20200422173627918170,geneInfo_gene_3660,jax_gene_3660,uniprot_P14316,omnigene_3660
IRS2,IRS2,es_2020052211150472000,es_20200422173634639538,es_20200422173634639554,geneInfo_gene_8660,jax_gene_8660,uniprot_Q9Y4H2,omnigene_8660
INPP4A,INPP4A,es_20200522102813154000,es_20200422173617632538,es_20200422173617632556,geneInfo_gene_3631,jax_gene_3631,uniprot_Q96PE3,omnigene_3631
INPP4B,INPP4B,es_20200522103850497000,es_20200422173621160279,es_20200422173621160297,geneInfo_gene_8821,jax_gene_8821,uniprot_O15327,omnigene_8821
